date,store_id,product_category,units_sold,revenue,promotion_active
2025-10-21,STR_010,Electronics,150,22176.12,1
2025-02-04,STR_015,Clothing,83,3937.68,0
2025-09-10,STR_020,Electronics,84,12006.49,0
2025-02-04,STR_014,Electronics,25,3466.65,0
2025-05-05,STR_003,Toys,29,725.88,0
2025-01-17,STR_020,Electronics,138,22092.05,1
2025-09-16,STR_011,Clothing,18,737.56,0
2025-06-14,STR_008,Home,96,7665.35,0
2025-07-07,STR_006,Toys,77,1890.36,0
2025-11-03,STR_005,Food,34,260.81,0
2025-08-27,STR_016,Electronics,34,4796.81,0
2025-07-05,STR_007,Clothing,42,1803.25,1
2025-06-24,STR_010,Toys,198,5028.37,1
2025-12-04,STR_009,Electronics,62,9350.5,0
2025-10-27,STR_004,Clothing,62,2694.7,0
2025-02-13,STR_003,Electronics,82,11321.67,0
2025-06-28,STR_013,Home,54,4682.08,0
2025-03-30,STR_017,Food,148,1231.36,1
2025-01-09,STR_009,Electronics,28,3798.98,1
2025-01-27,STR_020,Food,190,1721.29,1
2025-06-06,STR_006,Clothing,194,9310.18,1
2025-06-08,STR_008,Home,85,6915.13,0
2025-05-21,STR_009,Home,13,966.83,0
2025-12-31,STR_007,Home,130,10926.1,1
2025-10-30,STR_020,Clothing,80,3339.23,1
2025-05-01,STR_015,Clothing,34,1615.63,1
2025-09-29,STR_010,Electronics,57,8945.03,0
2025-02-07,STR_010,Electronics,60,8221.97,0
2025-12-24,STR_009,Clothing,30,1341.42,0
2025-08-30,STR_020,Electronics,11,1516.91,0
2025-09-03,STR_014,Toys,50,1292.07,0
2025-08-26,STR_011,Clothing,46,2225.91,0
2025-04-05,STR_001,Home,48,3608.89,0
2025-04-26,STR_019,Clothing,95,3960.59,0
2025-01-17,STR_019,Home,64,5489.74,0
2025-07-27,STR_019,Electronics,83,12817.3,0
2025-06-01,STR_005,Clothing,87,3988.72,0
2025-05-03,STR_010,Food,148,1178.41,1
2025-06-16,STR_002,Toys,55,1365.62,0
2025-11-03,STR_011,Toys,90,2242.48,1
2025-10-17,STR_010,Home,188,15493.97,1
2025-07-08,STR_014,Food,20,180.31,0
2025-11-10,STR_015,Electronics,65,9719.85,0
2025-09-13,STR_004,Food,68,542.54,0
2025-09-19,STR_014,Home,86,7326.07,1
2025-03-22,STR_005,Electronics,174,24872.55,1
2025-09-20,STR_014,Toys,14,339.64,0
2025-02-03,STR_015,Home,39,3375.99,0
2025-11-21,STR_015,Clothing,86,4211.14,0
2025-08-09,STR_012,Food,96,872.74,0
2025-12-13,STR_011,Electronics,174,24779.24,1
2025-10-16,STR_016,Toys,37,844.23,0
2025-05-31,STR_009,Food,188,1654.27,1
2025-12-12,STR_001,Food,97,904.36,0
2025-06-12,STR_011,Food,99,896.48,0
2025-05-27,STR_018,Clothing,28,1234.44,0
2025-10-10,STR_008,Home,24,2108.06,0
2025-06-12,STR_012,Home,91,7640.28,0
2025-11-18,STR_007,Clothing,19,859.04,0
2025-10-22,STR_018,Electronics,73,10548.04,0
2025-12-09,STR_001,Home,76,5551.44,0
2025-01-24,STR_006,Food,76,581.88,0
2025-02-06,STR_020,Clothing,156,7478.27,1
2025-08-18,STR_019,Clothing,15,664.55,0
2025-10-26,STR_007,Toys,17,444.78,0
2025-05-06,STR_006,Home,81,6815.85,0
2025-06-02,STR_014,Toys,198,4632.16,1
2025-05-23,STR_018,Food,34,296.1,0
2025-02-24,STR_003,Clothing,57,2378.69,0
2025-08-09,STR_014,Toys,42,1123.38,0
2025-10-28,STR_015,Home,46,3806.54,0
2025-03-28,STR_013,Clothing,70,3340.1,0
2025-07-18,STR_011,Food,97,831.37,0
2025-01-06,STR_006,Clothing,96,4681.04,0
2025-01-16,STR_018,Toys,54,1409.08,0
2025-05-08,STR_016,Food,17,157.02,0
2025-06-23,STR_014,Clothing,12,486.56,0
2025-06-05,STR_018,Toys,22,554.38,0
2025-01-08,STR_010,Clothing,14,570.56,0
2025-06-14,STR_018,Electronics,70,10118.24,0
2025-12-09,STR_013,Toys,91,2357.41,0
2025-03-21,STR_006,Clothing,45,2173.56,0
2025-10-15,STR_019,Electronics,168,25042.16,1
2025-10-25,STR_015,Home,25,2182.47,0
2025-05-25,STR_012,Home,28,2296.45,0
2025-08-22,STR_017,Clothing,102,4736.08,1
2025-08-09,STR_006,Electronics,62,8776.49,0
2025-01-30,STR_020,Electronics,74,11191.18,0
2025-09-02,STR_012,Clothing,34,1642.2,0
2025-12-23,STR_016,Food,92,756.84,0
2025-06-29,STR_007,Toys,89,2408.22,0
2025-04-13,STR_006,Electronics,17,2467.42,0
2025-03-04,STR_002,Home,50,4049.02,0
2025-04-03,STR_017,Toys,97,2406.0,0
2025-06-23,STR_019,Food,19,158.65,0
2025-10-27,STR_017,Toys,64,1743.97,1
2025-02-04,STR_016,Clothing,97,4086.46,0
2025-09-28,STR_002,Toys,18,477.02,0
2025-11-03,STR_004,Home,128,11157.89,1
2025-04-25,STR_015,Toys,31,785.45,0
2025-05-16,STR_003,Food,69,605.27,0
2025-01-24,STR_009,Home,66,5392.71,0
2025-04-22,STR_016,Toys,23,528.45,0
2025-11-16,STR_006,Electronics,34,4816.85,0
2025-08-25,STR_008,Electronics,144,22191.42,1
2025-08-12,STR_012,Toys,45,1160.86,0
2025-12-19,STR_012,Toys,38,902.19,0
2025-04-19,STR_018,Clothing,13,608.81,0
2025-12-21,STR_001,Food,99,864.86,0
2025-10-07,STR_010,Clothing,32,1371.18,1
2025-05-20,STR_010,Food,37,342.01,0
2025-11-18,STR_006,Home,126,10413.36,1
2025-04-20,STR_010,Toys,156,3868.7,1
2025-03-11,STR_011,Clothing,74,3167.09,1
2025-09-30,STR_018,Toys,87,2378.93,0
2025-11-22,STR_017,Food,130,1056.87,1
2025-01-20,STR_002,Electronics,91,12402.1,0
2025-05-04,STR_008,Home,15,1202.63,0
2025-08-09,STR_018,Electronics,13,1915.56,0
2025-07-21,STR_011,Food,23,209.16,0
2025-02-08,STR_004,Home,86,7028.62,1
2025-10-27,STR_005,Clothing,12,559.65,0
2025-02-15,STR_017,Clothing,160,7847.09,1
2025-08-20,STR_013,Home,70,5528.03,1
2025-07-22,STR_020,Electronics,88,13662.34,0
2025-12-18,STR_014,Electronics,97,14632.65,0
2025-12-14,STR_017,Electronics,122,17216.2,1
2025-06-26,STR_010,Electronics,38,5422.13,1
2025-01-09,STR_008,Toys,122,3251.85,1
2025-07-01,STR_007,Electronics,27,3714.39,0
2025-09-15,STR_010,Electronics,31,4851.6,0
2025-03-09,STR_016,Clothing,90,3890.89,0
2025-03-19,STR_019,Toys,65,1767.79,0
2025-10-10,STR_008,Electronics,44,6131.19,1
2025-09-02,STR_009,Food,186,1662.48,1
2025-01-04,STR_007,Toys,63,1434.58,0
2025-09-29,STR_001,Toys,39,917.77,0
2025-08-06,STR_008,Clothing,81,3863.05,0
2025-01-07,STR_005,Electronics,21,2848.41,0
2025-04-10,STR_016,Food,70,536.29,0
2025-05-31,STR_009,Food,77,620.48,0
2025-10-18,STR_001,Toys,73,1654.84,0
2025-06-18,STR_016,Home,48,4065.63,0
2025-11-19,STR_005,Clothing,51,2127.22,0
2025-07-20,STR_013,Clothing,96,4505.04,0
2025-02-23,STR_004,Home,98,7082.99,0
2025-11-06,STR_017,Home,32,2608.76,0
2025-09-22,STR_007,Electronics,29,4753.3,0
2025-06-14,STR_020,Home,152,12314.22,1
2025-01-13,STR_019,Home,71,6162.63,0
2025-01-12,STR_008,Toys,58,1543.23,1
2025-06-29,STR_013,Food,84,686.2,0
2025-09-10,STR_019,Food,99,855.46,0
2025-04-21,STR_003,Toys,34,891.13,0
2025-12-31,STR_019,Home,51,3770.01,0
2025-10-09,STR_011,Clothing,63,2834.11,0
2025-03-13,STR_014,Food,52,472.36,0
2025-11-24,STR_018,Toys,118,2786.33,1
2025-01-11,STR_016,Clothing,58,2621.22,0
2025-02-12,STR_008,Toys,12,284.85,0
2025-05-29,STR_003,Electronics,46,7120.27,0
2025-02-28,STR_015,Toys,99,2435.1,0
2025-01-11,STR_006,Toys,67,1646.13,0
2025-03-18,STR_008,Toys,100,2446.4,0
2025-02-20,STR_002,Home,70,5090.34,0
2025-04-30,STR_014,Clothing,17,706.13,0
2025-05-15,STR_020,Home,58,4839.32,1
2025-06-24,STR_015,Electronics,154,24280.04,1
2025-12-16,STR_005,Toys,14,338.5,0
2025-08-12,STR_008,Electronics,106,14477.91,1
2025-06-29,STR_005,Food,97,790.06,0
2025-09-26,STR_005,Home,128,9969.29,1
2025-02-21,STR_005,Toys,70,1633.0,0
2025-12-22,STR_015,Home,23,1913.99,0
2025-09-09,STR_007,Food,39,326.96,0
2025-06-29,STR_020,Food,40,309.69,0
2025-06-01,STR_019,Home,30,2321.47,0
2025-01-11,STR_020,Clothing,17,781.7,0
2025-02-14,STR_003,Electronics,38,6049.97,0
2025-05-25,STR_018,Toys,96,2591.82,1
2025-03-19,STR_018,Food,87,695.42,0
2025-10-06,STR_007,Home,11,827.33,0
2025-12-27,STR_002,Home,51,4034.39,0
2025-10-25,STR_003,Food,79,666.67,0
2025-05-08,STR_013,Toys,18,415.31,0
2025-02-05,STR_012,Toys,43,1066.65,0
2025-08-26,STR_019,Electronics,35,4918.6,0
2025-11-11,STR_010,Electronics,21,3430.3,0
2025-03-04,STR_016,Electronics,25,3497.83,0
2025-02-28,STR_009,Food,13,105.54,0
2025-11-19,STR_009,Electronics,95,13747.56,0
2025-05-22,STR_013,Toys,75,2009.97,0
2025-11-06,STR_012,Food,11,99.2,0
2025-05-16,STR_007,Clothing,80,3289.84,0
2025-06-23,STR_003,Home,134,10283.16,1
2025-09-18,STR_011,Clothing,52,2350.23,0
2025-03-26,STR_003,Toys,74,1855.29,1
2025-10-07,STR_008,Clothing,89,4160.62,0
2025-08-26,STR_020,Clothing,95,4606.61,0
2025-07-02,STR_011,Food,104,828.53,1
2025-06-29,STR_010,Electronics,87,13866.64,0
2025-06-11,STR_012,Clothing,38,1703.29,0
2025-02-11,STR_008,Electronics,58,8490.24,0
2025-05-26,STR_012,Home,52,4219.67,1
2025-08-01,STR_012,Clothing,57,2729.35,0
2025-01-10,STR_010,Home,40,2996.52,1
2025-04-22,STR_001,Electronics,174,25876.57,1
2025-07-30,STR_003,Home,37,3183.28,0
2025-06-25,STR_015,Toys,75,1928.44,0
2025-08-14,STR_008,Toys,70,1633.83,0
2025-11-04,STR_014,Electronics,88,13453.72,0
2025-07-26,STR_020,Electronics,12,1717.89,0
2025-03-14,STR_011,Clothing,27,1133.56,0
2025-05-31,STR_008,Toys,62,1601.65,0
2025-05-11,STR_008,Food,71,653.91,0
2025-10-10,STR_001,Food,58,497.87,0
2025-04-23,STR_013,Clothing,74,3389.36,0
2025-03-24,STR_014,Food,70,627.73,0
2025-10-02,STR_017,Clothing,57,2532.44,0
2025-05-07,STR_016,Home,196,16886.16,1
2025-11-18,STR_011,Clothing,66,2852.14,0
2025-10-08,STR_016,Electronics,33,5139.4,0
2025-11-26,STR_016,Electronics,30,4724.91,0
2025-10-29,STR_018,Electronics,34,5195.12,0
2025-10-17,STR_015,Toys,12,292.18,0
2025-10-29,STR_012,Clothing,81,3352.13,0
2025-09-03,STR_015,Home,88,6915.59,0
2025-02-13,STR_019,Clothing,82,3890.45,0
2025-01-10,STR_003,Clothing,59,2654.72,0
2025-11-30,STR_005,Food,16,142.09,0
2025-08-14,STR_019,Toys,13,335.58,0
2025-11-14,STR_018,Food,62,534.69,0
2025-09-30,STR_017,Clothing,73,3198.1,0
2025-12-31,STR_005,Home,17,1386.76,0
2025-04-08,STR_004,Clothing,196,8742.05,1
2025-04-06,STR_003,Electronics,78,12075.13,0
2025-11-08,STR_003,Home,93,6984.31,0
2025-12-07,STR_017,Food,24,217.27,1
2025-04-17,STR_015,Toys,47,1173.04,0
2025-04-08,STR_003,Clothing,92,4129.03,0
2025-08-24,STR_017,Food,54,443.08,0
2025-08-09,STR_020,Clothing,85,3870.13,0
2025-03-02,STR_012,Clothing,48,2375.24,0
2025-10-18,STR_017,Food,13,118.01,0
2025-12-28,STR_005,Food,95,841.92,0
2025-12-27,STR_020,Clothing,11,538.42,0
2025-02-25,STR_018,Toys,59,1471.42,0
2025-03-08,STR_016,Toys,28,631.78,1
2025-07-28,STR_014,Food,48,433.97,0
2025-11-13,STR_004,Toys,20,457.22,0
2025-06-30,STR_013,Clothing,83,3363.4,0
2025-02-27,STR_005,Home,10,874.83,0
2025-11-11,STR_017,Toys,92,2419.95,0
2025-05-09,STR_013,Clothing,27,1264.63,0
2025-09-01,STR_003,Electronics,29,4736.27,0
2025-05-16,STR_016,Food,56,481.83,0
2025-03-10,STR_017,Toys,65,1574.16,0
2025-11-21,STR_005,Electronics,62,9779.78,0
2025-01-08,STR_014,Home,29,2330.79,0
2025-01-21,STR_002,Toys,15,408.55,0
2025-08-04,STR_002,Electronics,72,10115.42,1
2025-08-11,STR_019,Electronics,53,7761.07,0
2025-05-20,STR_019,Clothing,65,2731.47,0
2025-03-05,STR_002,Toys,54,1354.93,0
2025-09-28,STR_010,Toys,14,380.05,0
2025-06-16,STR_006,Toys,46,1215.96,1
2025-06-14,STR_007,Electronics,27,3791.73,0
2025-01-24,STR_004,Electronics,48,7832.78,0
2025-05-23,STR_014,Toys,70,1610.76,0
2025-04-12,STR_018,Toys,97,2464.93,0
2025-01-25,STR_002,Toys,12,287.29,0
2025-04-28,STR_013,Home,59,4279.99,0
2025-06-24,STR_003,Toys,114,2576.77,1
2025-01-15,STR_014,Toys,50,1321.89,0
2025-02-01,STR_017,Toys,28,649.38,0
2025-01-14,STR_011,Home,67,5601.49,0
2025-08-20,STR_003,Home,46,3779.15,0
2025-10-16,STR_019,Toys,86,2217.45,0
2025-08-04,STR_004,Electronics,10,1399.16,0
2025-09-24,STR_011,Clothing,12,563.93,0
2025-10-05,STR_001,Clothing,32,1425.18,0
2025-06-13,STR_011,Electronics,134,19148.03,1
2025-09-16,STR_010,Clothing,74,3605.44,0
2025-06-06,STR_016,Toys,124,3014.25,1
2025-10-22,STR_016,Toys,82,2224.57,1
2025-12-17,STR_008,Toys,86,1959.88,0
2025-03-11,STR_020,Clothing,194,8907.75,1
2025-03-18,STR_016,Electronics,10,1626.46,0
2025-10-21,STR_001,Food,85,724.27,0
2025-03-24,STR_010,Home,130,10481.51,1
2025-11-21,STR_011,Home,184,14133.53,1
2025-01-30,STR_004,Home,58,4800.1,0
2025-04-25,STR_005,Electronics,178,26888.84,1
2025-09-07,STR_019,Electronics,58,9559.84,0
2025-06-18,STR_007,Toys,57,1285.58,0
2025-08-17,STR_009,Home,51,4452.34,0
2025-01-31,STR_012,Home,91,6716.07,0
2025-03-01,STR_012,Toys,98,2453.36,0
2025-01-16,STR_008,Home,88,6564.3,0
2025-10-26,STR_002,Food,50,437.25,0
2025-02-22,STR_016,Home,60,5221.75,1
2025-01-25,STR_005,Food,17,131.96,0
2025-04-01,STR_016,Electronics,32,5129.51,1
2025-08-01,STR_018,Food,23,214.72,0
2025-05-18,STR_001,Clothing,29,1296.16,0
2025-12-27,STR_018,Clothing,97,3936.74,0
2025-07-06,STR_020,Clothing,38,1673.04,0
2025-08-22,STR_010,Home,90,7133.43,0
2025-04-21,STR_013,Clothing,104,4417.67,1
2025-08-07,STR_014,Toys,84,1904.09,0
2025-05-17,STR_001,Food,47,381.58,0
2025-10-18,STR_005,Home,42,3132.15,0
2025-04-04,STR_019,Clothing,73,3149.36,0
2025-12-22,STR_017,Electronics,30,4731.6,0
2025-09-25,STR_012,Home,91,7593.79,0
2025-08-27,STR_011,Food,142,1155.89,1
2025-06-11,STR_007,Electronics,154,24415.36,1
2025-08-08,STR_019,Food,82,755.14,0
2025-11-17,STR_007,Toys,108,2636.0,1
2025-08-09,STR_014,Electronics,46,6515.59,0
2025-08-28,STR_017,Toys,10,250.75,0
2025-02-22,STR_002,Home,15,1203.8,0
2025-06-23,STR_004,Home,26,2134.55,0
2025-07-14,STR_001,Home,99,8425.47,0
2025-03-01,STR_005,Home,70,5396.95,0
2025-04-21,STR_005,Toys,180,4166.29,1
2025-07-06,STR_012,Clothing,57,2376.43,0
2025-10-08,STR_017,Clothing,65,2892.99,0
2025-01-25,STR_003,Clothing,50,2044.52,1
2025-04-04,STR_007,Home,14,1205.99,0
2025-04-22,STR_016,Toys,13,332.57,0
2025-11-01,STR_012,Home,148,12741.04,1
2025-03-05,STR_009,Home,79,6810.96,0
2025-08-06,STR_008,Home,92,7347.12,0
2025-06-03,STR_011,Clothing,20,964.84,1
2025-08-04,STR_018,Home,53,4239.84,0
2025-10-11,STR_012,Food,92,773.72,0
2025-07-05,STR_019,Food,75,624.62,0
2025-02-27,STR_020,Toys,71,1690.09,0
2025-11-12,STR_005,Clothing,82,3894.04,0
2025-08-27,STR_006,Electronics,78,11230.92,0
2025-01-17,STR_008,Home,84,6671.94,0
2025-02-13,STR_001,Home,84,7169.51,0
2025-12-31,STR_003,Toys,58,1519.48,0
2025-01-13,STR_012,Food,65,503.04,0
2025-03-05,STR_005,Food,50,397.81,0
2025-08-05,STR_008,Clothing,194,8582.4,1
2025-12-02,STR_005,Clothing,60,2459.49,1
2025-12-28,STR_005,Clothing,90,4372.02,0
2025-08-18,STR_017,Home,28,2082.43,0
2025-09-16,STR_010,Toys,134,3433.68,1
2025-06-09,STR_005,Clothing,67,3217.02,0
2025-07-17,STR_002,Toys,77,1862.0,0
2025-01-17,STR_004,Clothing,65,2926.88,0
2025-01-10,STR_008,Home,31,2349.95,0
2025-09-24,STR_019,Toys,76,2014.67,0
2025-01-27,STR_011,Toys,55,1308.72,0
2025-12-13,STR_006,Home,87,7141.48,0
2025-12-19,STR_008,Food,58,448.63,0
2025-12-20,STR_002,Home,152,11404.92,1
2025-01-03,STR_011,Clothing,22,940.05,1
2025-05-19,STR_012,Home,77,6281.19,0
2025-11-07,STR_008,Clothing,52,2501.52,0
2025-01-15,STR_014,Electronics,93,15329.54,0
2025-04-09,STR_018,Food,20,181.49,0
2025-02-08,STR_007,Toys,31,839.37,0
2025-01-15,STR_005,Food,170,1577.78,1
2025-06-18,STR_009,Electronics,90,12665.54,0
2025-12-28,STR_005,Electronics,89,12083.35,0
2025-02-26,STR_014,Home,30,2329.6,0
2025-09-06,STR_015,Electronics,64,9601.13,0
2025-12-17,STR_001,Home,46,3329.73,1
2025-10-21,STR_009,Home,83,6906.86,0
2025-04-08,STR_017,Toys,17,399.05,0
2025-10-15,STR_020,Electronics,41,6157.35,0
2025-01-13,STR_007,Home,87,7011.95,0
2025-08-16,STR_006,Electronics,38,5491.56,0
2025-01-30,STR_010,Food,196,1510.54,1
2025-09-02,STR_009,Food,146,1272.81,1
2025-11-06,STR_006,Electronics,97,13825.16,0
2025-03-26,STR_001,Electronics,36,5706.45,0
2025-01-08,STR_011,Electronics,25,4006.85,0
2025-11-13,STR_011,Toys,63,1657.33,0
2025-03-01,STR_012,Electronics,11,1582.06,0
2025-04-18,STR_001,Electronics,61,9177.83,0
2025-03-18,STR_011,Home,44,3791.65,0
2025-09-08,STR_010,Clothing,26,1226.81,0
2025-01-28,STR_014,Home,53,4062.0,0
2025-02-03,STR_015,Toys,40,1057.99,0
2025-05-01,STR_001,Food,72,593.14,1
2025-11-30,STR_001,Electronics,25,3386.15,0
2025-10-09,STR_019,Food,75,684.89,0
2025-07-11,STR_019,Electronics,57,9185.01,0
2025-06-19,STR_020,Food,170,1529.03,1
2025-04-19,STR_020,Food,68,629.05,1
2025-05-01,STR_016,Home,67,5199.68,0
2025-12-15,STR_001,Toys,19,455.0,0
2025-08-05,STR_011,Food,184,1637.91,1
2025-02-10,STR_019,Electronics,89,13625.26,0
2025-09-15,STR_010,Electronics,68,10958.42,0
2025-05-14,STR_003,Home,45,3803.39,0
2025-06-05,STR_001,Home,150,11191.51,1
2025-08-07,STR_005,Electronics,31,4939.84,0
2025-04-02,STR_016,Clothing,83,3689.81,0
2025-02-16,STR_013,Food,74,591.8,0
2025-11-06,STR_006,Clothing,21,863.58,0
2025-04-27,STR_008,Toys,58,1321.87,0
2025-02-02,STR_016,Clothing,41,1712.62,0
2025-07-16,STR_017,Food,38,339.92,0
2025-10-16,STR_002,Toys,29,698.73,0
2025-06-11,STR_008,Electronics,140,19427.86,1
2025-06-28,STR_019,Home,17,1415.49,0
2025-02-22,STR_018,Toys,92,2103.25,0
2025-05-05,STR_010,Electronics,84,12702.98,0
2025-08-28,STR_007,Home,176,13116.44,1
2025-03-11,STR_011,Home,96,8403.67,1
2025-12-20,STR_019,Food,142,1216.04,1
2025-07-25,STR_019,Electronics,90,14238.89,0
2025-02-25,STR_009,Home,84,7101.14,0
2025-01-08,STR_007,Toys,57,1469.01,0
2025-01-03,STR_001,Food,32,278.07,1
2025-06-06,STR_017,Clothing,54,2271.76,0
2025-11-13,STR_012,Toys,160,4310.98,1
2025-11-09,STR_016,Toys,53,1231.26,0
2025-12-09,STR_009,Home,41,3168.37,0
2025-05-05,STR_013,Clothing,192,8162.64,1
2025-04-24,STR_005,Toys,46,1097.01,0
2025-11-10,STR_006,Electronics,50,7549.45,0
2025-02-02,STR_002,Food,53,437.58,0
2025-06-19,STR_018,Home,76,6234.32,0
2025-11-10,STR_007,Clothing,188,9245.76,1
2025-01-12,STR_018,Toys,24,634.9,0
2025-06-20,STR_015,Clothing,91,4119.71,0
2025-04-17,STR_014,Food,45,365.47,0
2025-01-04,STR_006,Food,12,97.63,0
2025-10-24,STR_014,Clothing,45,1904.63,0
2025-09-28,STR_005,Home,40,3225.39,0
2025-04-04,STR_010,Toys,90,2183.09,1
2025-05-07,STR_020,Electronics,88,14099.18,0
2025-05-12,STR_004,Clothing,63,2780.34,0
2025-01-16,STR_017,Food,17,146.74,0
2025-09-17,STR_001,Clothing,42,1867.08,0
2025-10-16,STR_005,Home,156,13161.25,1
2025-04-25,STR_017,Clothing,96,4472.48,0
2025-01-12,STR_014,Electronics,82,11503.7,1
2025-03-22,STR_007,Toys,40,937.59,0
2025-09-07,STR_015,Clothing,45,2080.25,0
2025-05-13,STR_014,Home,80,5937.45,0
2025-01-15,STR_018,Clothing,64,2741.86,0
2025-04-28,STR_012,Home,57,4944.62,0
2025-12-31,STR_014,Electronics,36,5792.58,1
2025-04-17,STR_011,Home,32,2512.49,1
2025-05-23,STR_018,Clothing,23,1062.7,0
2025-09-19,STR_003,Home,25,2029.41,0
2025-05-02,STR_004,Food,89,804.94,0
2025-03-07,STR_011,Clothing,42,2065.48,1
2025-01-24,STR_007,Clothing,45,1905.81,0
2025-01-20,STR_012,Clothing,82,4036.06,0
2025-04-01,STR_010,Home,142,12133.16,1
2025-11-05,STR_006,Toys,51,1279.89,0
2025-01-02,STR_008,Toys,78,2119.91,0
2025-10-08,STR_001,Food,96,811.6,0
2025-11-11,STR_008,Home,95,7903.02,0
2025-08-22,STR_004,Toys,56,1443.01,0
2025-01-23,STR_015,Home,80,6886.34,0
2025-05-12,STR_018,Food,174,1544.63,1
2025-08-23,STR_019,Electronics,44,6305.72,0
2025-02-16,STR_005,Clothing,13,559.4,0
2025-04-25,STR_012,Home,65,5520.44,0
2025-02-20,STR_009,Food,22,171.81,0
2025-07-29,STR_019,Home,59,4334.2,0
2025-07-30,STR_002,Food,190,1566.75,1
2025-12-12,STR_009,Food,50,393.17,1
2025-01-11,STR_019,Food,87,764.47,0
2025-04-20,STR_019,Food,31,284.32,0
2025-04-21,STR_015,Food,56,462.21,0
2025-11-20,STR_004,Toys,74,1741.72,0
2025-07-10,STR_013,Food,83,696.13,0
2025-02-04,STR_013,Home,80,6667.43,0
2025-05-03,STR_013,Home,59,4755.38,0
2025-08-10,STR_003,Clothing,11,471.02,0
2025-03-11,STR_007,Food,98,795.68,0
2025-08-05,STR_011,Food,15,134.84,0
2025-06-18,STR_004,Home,61,5109.69,0
2025-04-18,STR_019,Home,29,2474.87,0
2025-05-22,STR_002,Home,90,7457.1,1
2025-04-25,STR_010,Home,63,5109.77,0
2025-06-25,STR_002,Food,31,252.27,0
2025-01-30,STR_019,Food,39,315.17,0
2025-07-01,STR_017,Toys,31,792.67,0
2025-12-02,STR_006,Electronics,90,14002.55,0
2025-10-12,STR_003,Home,102,7879.92,1
2025-06-04,STR_002,Home,27,2327.57,0
2025-05-05,STR_001,Home,61,4482.96,0
2025-04-20,STR_020,Toys,138,3220.95,1
2025-08-29,STR_005,Clothing,99,4864.44,0
2025-07-18,STR_003,Electronics,54,8036.19,0
2025-07-17,STR_013,Electronics,36,5928.91,1
2025-07-24,STR_013,Home,14,1144.85,0
2025-08-03,STR_012,Clothing,166,7206.18,1
2025-02-11,STR_009,Toys,76,1758.89,0
2025-05-17,STR_002,Clothing,46,2158.68,0
2025-03-29,STR_002,Toys,95,2187.24,0
2025-07-10,STR_016,Toys,70,1604.31,0
2025-12-25,STR_001,Electronics,62,9387.42,0
2025-06-16,STR_006,Clothing,114,5153.65,1
2025-02-26,STR_006,Toys,17,383.15,0
2025-08-04,STR_018,Toys,61,1431.78,0
2025-01-09,STR_020,Clothing,46,1915.74,1
2025-04-04,STR_012,Toys,83,2255.21,0
2025-10-02,STR_018,Clothing,176,7586.2,1
2025-03-11,STR_019,Home,98,8580.76,1
2025-05-10,STR_012,Toys,45,1036.14,0
2025-04-30,STR_010,Home,11,967.93,0
2025-03-04,STR_015,Toys,98,2541.42,1
2025-06-18,STR_001,Home,55,4570.24,0
2025-09-08,STR_015,Food,59,459.82,0
2025-07-21,STR_015,Clothing,55,2363.8,0
2025-01-18,STR_004,Home,51,3720.3,0
2025-05-05,STR_003,Clothing,69,2908.73,0
2025-01-23,STR_004,Food,36,278.17,1
2025-12-07,STR_005,Food,68,521.54,1
2025-10-04,STR_016,Electronics,26,3914.13,0
2025-10-11,STR_019,Electronics,13,1757.19,0
2025-04-11,STR_012,Electronics,87,12164.11,0
2025-12-01,STR_014,Home,59,4527.48,0
2025-09-14,STR_008,Food,84,672.76,0
2025-12-21,STR_009,Clothing,39,1715.27,0
2025-12-13,STR_002,Food,83,742.74,0
2025-05-01,STR_018,Clothing,26,1163.31,0
2025-11-11,STR_003,Clothing,84,4048.22,0
2025-01-30,STR_003,Home,56,4252.58,0
2025-06-17,STR_009,Clothing,68,2987.28,1
2025-09-24,STR_007,Toys,75,1702.28,0
2025-07-09,STR_020,Clothing,90,4222.31,1
2025-04-11,STR_017,Electronics,42,6481.68,0
2025-05-06,STR_012,Home,54,4258.25,1
2025-10-05,STR_003,Toys,52,1281.44,0
2025-04-22,STR_006,Electronics,25,4123.04,0
2025-01-12,STR_009,Clothing,33,1357.24,0
2025-04-04,STR_009,Clothing,56,2667.87,0
2025-07-20,STR_011,Food,83,700.02,0
2025-08-05,STR_016,Home,18,1374.03,0
2025-10-31,STR_016,Clothing,63,2570.23,0
2025-08-01,STR_018,Toys,92,2264.85,0
2025-10-29,STR_017,Home,53,4086.62,0
2025-12-21,STR_011,Food,56,442.75,0
2025-03-05,STR_020,Electronics,99,14936.16,0
2025-10-18,STR_015,Home,22,1911.64,1
2025-01-15,STR_011,Clothing,74,3188.13,0
2025-09-27,STR_020,Electronics,30,4285.73,0
2025-06-16,STR_014,Clothing,40,1939.38,0
2025-10-12,STR_019,Toys,100,2411.06,0
2025-02-25,STR_012,Toys,78,2074.07,0
2025-12-11,STR_011,Home,96,7764.02,0
2025-05-24,STR_001,Home,150,11027.42,1
2025-09-22,STR_006,Toys,23,621.83,0
2025-02-22,STR_004,Electronics,126,17742.72,1
2025-07-26,STR_003,Toys,150,3381.47,1
2025-05-16,STR_009,Toys,11,270.43,0
2025-02-04,STR_005,Home,30,2595.02,0
2025-01-26,STR_004,Electronics,46,6652.67,1
2025-08-30,STR_012,Clothing,80,3825.88,1
2025-05-17,STR_011,Food,122,1125.93,1
